Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
negative regulation of leukocyte apoptotic process (GO:2000107)	2/12	0.058278729819189905	0.5291750147105446	0	0	5.02008032128514	14.26966913828899	IRF7;NOD2
positive regulation of T cell cytokine production (GO:0002726)	2/12	0.058278729819189905	0.5282350946133678	0	0	5.02008032128514	14.26966913828899	RSAD2;B2M
negative regulation of fatty acid metabolic process (GO:0045922)	2/12	0.058278729819189905	0.527298507566181	0	0	5.02008032128514	14.26966913828899	CEACAM1;BRCA1
negative regulation of canonical Wnt signaling pathway (GO:0090090)	9/148	0.05868757964299874	0.5300579095897745	0	0	1.8316509280364703	5.193695963144818	CYLD;DAB2;PSME1;KREMEN1;PSME2;DKK2;PSMB10;PSMB8;PSMB9
positive regulation of JAK-STAT cascade (GO:0046427)	5/64	0.06109291832927465	0.5508077071277183	0	0	2.3531626506024095	6.577935152672524	TNFSF18;CD40;IL31RA;JAK2;AGT
positive regulation of protein tyrosine kinase activity (GO:0061098)	3/28	0.06456901874940262	0.5811211687446235	0	0	3.227194492254733	8.842579289439279	NCF1;STAP1;AGT
positive regulation of cell communication (GO:0010647)	3/28	0.06456901874940262	0.5800980680954253	0	0	3.227194492254733	8.842579289439279	EDN1;SYT1;CD80
cardiac muscle cell action potential involved in contraction (GO:0086002)	3/28	0.06456901874940262	0.5790785635820765	0	0	3.227194492254733	8.842579289439279	ANK2;SCN4B;KCNJ2
regulation of lipid biosynthetic process (GO:0046890)	3/28	0.06456901874940262	0.5780626362775466	0	0	3.227194492254733	8.842579289439279	C3;CEACAM1;PDK4
nucleotide-binding oligomerization domain containing signaling pathway (GO:0070423)	3/28	0.06456901874940262	0.5770502673873933	0	0	3.227194492254733	8.842579289439279	CYLD;RIPK2;NOD2
positive regulation of fibroblast proliferation (GO:0048146)	3/28	0.06456901874940262	0.5760414382486041	0	0	3.227194492254733	8.842579289439279	CD74;E2F1;AGT
negative regulation of Wnt signaling pathway (GO:0030178)	10/174	0.0652459284178668	0.5810645248104264	0	0	1.7310621797534966	4.72509284457218	CYLD;DAB2;RNF213;PSME1;KREMEN1;PSME2;DKK2;PSMB10;PSMB8;PSMB9
cellular response to starvation (GO:0009267)	7/107	0.06557956390326412	0.5830183181156042	0	0	1.9704988177007092	5.368606604554279	RALB;SESN3;LRRK2;ZC3H12A;PDK4;PMAIP1;FAS
positive regulation of cell cycle process (GO:0090068)	7/107	0.06557956390326412	0.5820043732145337	0	0	1.9704988177007092	5.368606604554279	FEN1;EDN1;CD28;LRP5;CDC6;BRCA1;E2F8
interleukin-12-mediated signaling pathway (GO:0035722)	4/46	0.06565818375008328	0.581690471660894	0	0	2.6191723415400734	7.13277377875253	PSME2;IL12RB1;JAK2;IL12RB2
cellular response to interleukin-12 (GO:0071349)	4/46	0.06565818375008328	0.5806823425938908	0	0	2.6191723415400734	7.13277377875253	PSME2;IL12RB1;JAK2;IL12RB2
positive regulation of ion transport (GO:0043270)	4/46	0.06565818375008328	0.5796777018627595	0	0	2.6191723415400734	7.13277377875253	P2RX7;P2RX4;ANK2;SCN4B
regulation of fibroblast proliferation (GO:0048145)	4/46	0.06565818375008328	0.5786765313932211	0	0	2.6191723415400734	7.13277377875253	PARP10;CD74;E2F1;AGT
protein autophosphorylation (GO:0046777)	10/175	0.06725499623767393	0.5917280100014657	0	0	1.721170395869191	4.645893235392089	ITK;CAMK2D;LRRK2;PIM1;ACOD1;LMTK2;ATP13A2;JAK2;JAK3;EPHB3
signal transduction involved in DNA damage checkpoint (GO:0072422)	2/13	0.06739806799717499	0.5919661634932598	0	0	4.633920296570899	12.49832681281306	BRCA1;DTL
negative regulation of hemostasis (GO:1900047)	2/13	0.06739806799717499	0.5909490395010034	0	0	4.633920296570899	12.49832681281306	THBD;EDN1
positive regulation of cellular carbohydrate metabolic process (GO:0010676)	2/13	0.06739806799717499	0.5899354047848782	0	0	4.633920296570899	12.49832681281306	SLC45A3;PMAIP1
regulation of biomineral tissue development (GO:0070167)	2/13	0.06739806799717499	0.5889252414205205	0	0	4.633920296570899	12.49832681281306	ANKH;S1PR1
positive regulation of T cell mediated cytotoxicity (GO:0001916)	2/13	0.06739806799717499	0.5879185316061264	0	0	4.633920296570899	12.49832681281306	IL12RB1;HLA-E
placenta development (GO:0001890)	2/13	0.06739806799717499	0.5869152576614061	0	0	4.633920296570899	12.49832681281306	ASCL2;E2F8
DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator (GO:0006978)	2/13	0.06739806799717499	0.5859154020265485	0	0	4.633920296570899	12.49832681281306	MUC1;BRCA1
regulation of axon guidance (GO:1902667)	2/13	0.06739806799717499	0.5849189472611972	0	0	4.633920296570899	12.49832681281306	NRP1;PLXNA2
cellular potassium ion homeostasis (GO:0030007)	2/13	0.06739806799717499	0.5839258760434363	0	0	4.633920296570899	12.49832681281306	ATP1B2;KCNJ2
phosphate ion transport (GO:0006817)	2/13	0.06739806799717499	0.5829361711687864	0	0	4.633920296570899	12.49832681281306	SLC37A1;SLC20A1
sensory perception of taste (GO:0050909)	2/13	0.06739806799717499	0.5819498155492114	0	0	4.633920296570899	12.49832681281306	PKD1L3;ASIC1
membrane repolarization (GO:0086009)	2/13	0.06739806799717499	0.5809667922121351	0	0	4.633920296570899	12.49832681281306	ATP1B2;KCNJ2
prostanoid biosynthetic process (GO:0046457)	2/13	0.06739806799717499	0.5799870842994671	0	0	4.633920296570899	12.49832681281306	CD74;EDN1
regulation of cAMP-dependent protein kinase activity (GO:2000479)	2/13	0.06739806799717499	0.5790106750666397	0	0	4.633920296570899	12.49832681281306	PKIB;RAPGEF2
semaphorin-plexin signaling pathway involved in neuron projection guidance (GO:1902285)	2/13	0.06739806799717499	0.5780375478816537	0	0	4.633920296570899	12.49832681281306	NRP1;PLXNA2
negative regulation of chemokine production (GO:0032682)	2/13	0.06739806799717499	0.5770676862241342	0	0	4.633920296570899	12.49832681281306	MEFV;KLF4
response to fatty acid (GO:0070542)	2/13	0.06739806799717499	0.5761010736843952	0	0	4.633920296570899	12.49832681281306	PID1;PDK4
positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process (GO:2000060)	6/87	0.06933000363077498	0.5916237600800079	0	0	2.077274615704196	5.543991511546063	PSME1;CDK1;PSME2;PSMB10;PSMB8;PSMB9
positive regulation of cellular component biogenesis (GO:0044089)	6/87	0.06933000363077498	0.5906360743369695	0	0	2.077274615704196	5.543991511546063	CDT1;TAL1;PLEK;ATP13A2;GHRL;EPHB3
positive regulation of tumor necrosis factor production (GO:0032760)	4/47	0.06996902615400548	0.5950865674398166	0	0	2.563445270443476	6.818002097851072	IFIH1;NOD2;JAK2;HLA-E
postreplication repair (GO:0006301)	4/47	0.06996902615400548	0.5940964067618801	0	0	2.563445270443476	6.818002097851072	PCLAF;UBE2L6;BRCA1;DTL
regulation of striated muscle contraction (GO:0006942)	3/29	0.07031296389808758	0.5960250079268122	0	0	3.115911923556294	8.272120135885352	P2RX4;ANK2;SRI
cardiac muscle cell action potential (GO:0086001)	3/29	0.07031296389808758	0.5950365750778457	0	0	3.115911923556294	8.272120135885352	ANK2;SCN4B;KCNJ2
cortical cytoskeleton organization (GO:0030865)	3/29	0.07031296389808758	0.5940514151853327	0	0	3.115911923556294	8.272120135885352	ANLN;PLEK;RHOBTB3
positive regulation of MAP kinase activity (GO:0043406)	10/177	0.07139041181812347	0.6021574735667505	0	0	1.7017221428085223	4.4918516556321055	CD40;EDN1;GADD45B;RIPK2;LRRK2;CDK1;ADAM8;GHRL;TNFRSF11A;NOD2
regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079)	5/67	0.071512942462638	0.6021956194502338	0	0	2.2477971587843912	5.929412048641582	CDKN2C;CCNE2;CDC6;PKMYT1;CDC25A
regulation of stem cell differentiation (GO:2000736)	6/88	0.07242567980313744	0.6088768435509232	0	0	2.053669222343921	5.391280837347626	TAL1;PSME1;PSME2;PSMB10;PSMB8;PSMB9
positive regulation of protein complex assembly (GO:0031334)	6/88	0.07242567980313744	0.6078754013740302	0	0	2.053669222343921	5.391280837347626	GBP5;CDT1;AIM2;TAL1;PLEK;PMAIP1
regulation of mitochondrion organization (GO:0010821)	4/48	0.07442147498713238	0.6236006352370058	0	0	2.51004016064257	6.521111286375749	PID1;LRRK2;STAT2;ATP13A2
positive regulation of chemotaxis (GO:0050921)	4/48	0.07442147498713238	0.6225783391136664	0	0	2.51004016064257	6.521111286375749	CXCL10;CXCL9;CXCL11;P2RX4
cellular response to mechanical stimulus (GO:0071260)	4/48	0.07442147498713238	0.6215593892951498	0	0	2.51004016064257	6.521111286375749	CD40;IRF1;FAS;TLR8
peptidyl-threonine phosphorylation (GO:0018107)	5/68	0.0751895906075033	0.6269484981537408	0	0	2.2147413182140325	5.731180192195743	CAMK2D;LRRK2;CDK1;ACOD1;LMTK2
peptidyl-threonine modification (GO:0018210)	6/89	0.0755993823840872	0.6293371097977112	0	0	2.030594287261405	5.243618177919338	CAMK2D;LRRK2;GALNT18;CDK1;ACOD1;LMTK2
regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900739)	3/30	0.07627819177136202	0.6339537664645934	0	0	3.0120481927710845	7.751109047223541	BCL2L11;E2F1;PMAIP1
negative regulation of cation channel activity (GO:2001258)	3/30	0.07627819177136202	0.6329229473321307	0	0	3.0120481927710845	7.751109047223541	SRI;MMP9;TRDN
regulation of leukocyte chemotaxis (GO:0002688)	3/30	0.07627819177136202	0.6318954750150331	0	0	3.0120481927710845	7.751109047223541	CXCL10;CXCL9;CXCL11
regulation of cell adhesion mediated by integrin (GO:0033628)	3/30	0.07627819177136202	0.6308713332402923	0	0	3.0120481927710845	7.751109047223541	MUC1;TESC;PDE3B
positive regulation of cation channel activity (GO:2001259)	3/30	0.07627819177136202	0.6298505058402272	0	0	3.0120481927710845	7.751109047223541	ANK2;CTSS;TRDN
positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900740)	3/30	0.07627819177136202	0.6288329767516323	0	0	3.0120481927710845	7.751109047223541	BCL2L11;E2F1;PMAIP1
regulation of blood coagulation (GO:0030193)	3/30	0.07627819177136202	0.6278187300149362	0	0	3.0120481927710845	7.751109047223541	THBD;EDN1;ENPP4
CENP-A containing nucleosome assembly (GO:0034080)	3/30	0.07627819177136202	0.6268077497733662	0	0	3.0120481927710845	7.751109047223541	CENPU;CENPM;OIP5
CENP-A containing chromatin organization (GO:0061641)	3/30	0.07627819177136202	0.6258000202721228	0	0	3.0120481927710845	7.751109047223541	CENPU;CENPM;OIP5
positive regulation of reactive oxygen species biosynthetic process (GO:1903428)	3/30	0.07627819177136202	0.6247955258575608	0	0	3.0120481927710845	7.751109047223541	EDN1;P2RX4;KLF4
negative regulation of hydrogen peroxide-induced cell death (GO:1903206)	2/14	0.07695013601657887	0.6292893334817339	0	0	4.3029259896729775	11.03527388598083	HGF;LRRK2
nucleoside salvage (GO:0043174)	2/14	0.07695013601657887	0.6282824705481631	0	0	4.3029259896729775	11.03527388598083	TK1;TYMP
pore complex assembly (GO:0046931)	2/14	0.07695013601657887	0.6272788244290766	0	0	4.3029259896729775	11.03527388598083	GSDMD;P2RX7
positive regulation of response to cytokine stimulus (GO:0060760)	2/14	0.07695013601657887	0.6262783797330175	0	0	4.3029259896729775	11.03527388598083	IFIH1;CD74
regulation of monocyte differentiation (GO:0045655)	2/14	0.07695013601657887	0.6252811211665636	0	0	4.3029259896729775	11.03527388598083	CD74;IRF7
negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator (GO:1902254)	2/14	0.07695013601657887	0.6242870335335484	0	0	4.3029259896729775	11.03527388598083	CD74;MUC1
pyrimidine-containing compound catabolic process (GO:0072529)	2/14	0.07695013601657887	0.6232961017342888	0	0	4.3029259896729775	11.03527388598083	DPYS;TYMP
copper ion transport (GO:0006825)	2/14	0.07695013601657887	0.6223083107648208	0	0	4.3029259896729775	11.03527388598083	STEAP4;SLC31A2
regulation of ventricular cardiac muscle cell membrane repolarization (GO:0060307)	2/14	0.07695013601657887	0.6213236457161423	0	0	4.3029259896729775	11.03527388598083	ANK2;SCN4B
monosaccharide transport (GO:0015749)	2/14	0.07695013601657887	0.6203420917734628	0	0	4.3029259896729775	11.03527388598083	SLC45A3;SLC2A6
DNA damage response, signal transduction resulting in transcription (GO:0042772)	2/14	0.07695013601657887	0.6193636342154605	0	0	4.3029259896729775	11.03527388598083	MUC1;BRCA1
interleukin-6-mediated signaling pathway (GO:0070102)	2/14	0.07695013601657887	0.6183882584135464	0	0	4.3029259896729775	11.03527388598083	STAT1;JAK2
regulation of interferon-gamma biosynthetic process (GO:0045072)	2/14	0.07695013601657887	0.6174159498311351	0	0	4.3029259896729775	11.03527388598083	TLR8;IL27
regulation of mRNA catabolic process (GO:0061013)	2/14	0.07695013601657887	0.616446694022923	0	0	4.3029259896729775	11.03527388598083	ZC3H12A;GTPBP1
regulation of adaptive immune response (GO:0002819)	2/14	0.07695013601657887	0.6154804766341724	0	0	4.3029259896729775	11.03527388598083	IRF1;IRF7
negative regulation of T cell receptor signaling pathway (GO:0050860)	2/14	0.07695013601657887	0.614517283400003	0	0	4.3029259896729775	11.03527388598083	CEACAM1;GBP1
negative regulation of cation transmembrane transport (GO:1904063)	2/14	0.07695013601657887	0.6135571001446906	0	0	4.3029259896729775	11.03527388598083	CAMK2D;MMP9
response to ATP (GO:0033198)	2/14	0.07695013601657887	0.6125999127809703	0	0	4.3029259896729775	11.03527388598083	P2RX7;P2RX4
positive regulation of macromolecule metabolic process (GO:0010604)	14/276	0.07745140699855961	0.6156301088997659	0	0	1.5278505325650429	3.9084013925717165	PID1;DTX3L;SLC11A1;TESC;ANK2;BRCA1;KLF4;P2RX7;LAMP3;ZC3H12A;CD28;AGR2;E2F1;STAP1
regulation of cytokine-mediated signaling pathway (GO:0001959)	6/90	0.07885087159745416	0.6257791567057676	0	0	2.0080321285140563	5.10079701157964	CD74;CYLD;SOCS1;STAT1;STAT2;JAK2
protein tetramerization (GO:0051262)	6/90	0.07885087159745416	0.6248074499406965	0	0	2.0080321285140563	5.10079701157964	GBP5;CD74;DPYS;TK1;KCNJ2;S100A10
regulation of endothelial cell migration (GO:0010594)	5/69	0.07896687331815741	0.6247565186706314	0	0	2.182643617950061	5.541135934047231	NRP1;EDN1;CEACAM1;ZC3H12A;AGT
regulation of osteoblast differentiation (GO:0045667)	5/69	0.07896687331815741	0.6237894033166521	0	0	2.182643617950061	5.541135934047231	IFITM1;HGF;LRP5;CHRD;TMEM119
response to organic cyclic compound (GO:0014070)	5/69	0.07896687331815741	0.6228252775000885	0	0	2.182643617950061	5.541135934047231	PAQR8;DHFR;PAQR5;CYP1A1;PMAIP1
protein autoubiquitination (GO:0051865)	4/49	0.07901365098810834	0.6222325015313531	0	0	2.4588148512417014	6.240803157425683	RNF213;DTX3L;TRIM17;BRCA1
cellular response to organic cyclic compound (GO:0071407)	8/135	0.08094751338064432	0.6364794465045115	0	0	1.78491744756805	4.4872009233313666	CASP7;GNG2;P2RX4;ZC3H12A;CYP1A1;RAPGEF2;BRCA1;SSTR2
positive regulation of canonical Wnt signaling pathway (GO:0090263)	7/113	0.08238950305893722	0.6468209755534717	0	0	1.865870561893592	4.657767534305546	LRRK2;PSME1;PSME2;DKK2;PSMB10;PSMB8;PSMB9
negative regulation of toll-like receptor signaling pathway (GO:0034122)	3/31	0.08245795781768975	0.6463639919257615	0	0	2.9148853478429846	7.273999371577903	ACOD1;LILRA2;CD300LF
negative regulation of tumor necrosis factor superfamily cytokine production (GO:1903556)	3/31	0.08245795781768975	0.6453726361099246	0	0	2.9148853478429846	7.273999371577903	CD274;ZC3H12A;SLAMF1
nucleobase-containing small molecule interconversion (GO:0015949)	3/31	0.08245795781768975	0.6443843166059278	0	0	2.9148853478429846	7.273999371577903	RRM2;AK1;TYMS
regulation of cytokine secretion (GO:0050707)	3/31	0.08245795781768975	0.6433990194857352	0	0	2.9148853478429846	7.273999371577903	BTN2A2;CLEC6A;CLEC9A
positive regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032436)	5/70	0.08284402648261885	0.6454245299859602	0	0	2.1514629948364887	5.358854643071782	NUB1;DAB2;LRRK2;RNF19B;LONRF1
neuropeptide signaling pathway (GO:0007218)	5/70	0.08284402648261885	0.6444406511292744	0	0	2.1514629948364887	5.358854643071782	CYSLTR1;CYSLTR2;NXPH2;RAPGEF2;SSTR2
calcium-mediated signaling (GO:0019722)	5/70	0.08284402648261885	0.6434597673376011	0	0	2.1514629948364887	5.358854643071782	EDN1;VCAM1;LRRK2;ANK2;MCTP2
regulation of bone mineralization (GO:0030500)	4/50	0.08374349574054046	0.6494575361154681	0	0	2.4096385542168677	5.975895841186482	P2RX7;ANKH;S1PR1;TMEM119
phosphate-containing compound metabolic process (GO:0006796)	10/183	0.08474114250695813	0.6561973447845332	0	0	1.6459279741918493	4.062403797774205	G6PC;PLPP4;GK;SLC20A1;LRRK2;LIMK2;ENPP2;TNFAIP8L3;FAM20A;PLB1
positive regulation of cellular metabolic process (GO:0031325)	6/92	0.08558594618412274	0.6617349748145126	0	0	1.9643792561550548	4.828904248439283	EDN1;PID1;ZC3H12A;ACOD1;KLF4;AGT
digestive tract morphogenesis (GO:0048546)	2/15	0.08689624723611666	0.6708495456065103	0	0	4.016064257028113	9.81140735943011	AGR2;EPHB3
positive regulation of response to wounding (GO:1903036)	2/15	0.08689624723611666	0.6698361777128449	0	0	4.016064257028113	9.81140735943011	SCARF1;HBEGF
mitotic sister chromatid cohesion (GO:0007064)	2/15	0.08689624723611666	0.6688258667359024	0	0	4.016064257028113	9.81140735943011	DSCC1;CDCA5
substrate-dependent cell migration (GO:0006929)	2/15	0.08689624723611666	0.6678185988643123	0	0	4.016064257028113	9.81140735943011	NRP1;VEGFC
negative regulation of TORC1 signaling (GO:1904262)	2/15	0.08689624723611666	0.6668143603697794	0	0	4.016064257028113	9.81140735943011	SESN3;CASTOR1
positive regulation of potassium ion transmembrane transport (GO:1901381)	2/15	0.08689624723611666	0.6658131376064614	0	0	4.016064257028113	9.81140735943011	ANK2;ATP1B2
regulation of interleukin-4 production (GO:0032673)	2/15	0.08689624723611666	0.6648149170103498	0	0	4.016064257028113	9.81140735943011	CD28;HLA-E
regulation of tumor necrosis factor secretion (GO:1904467)	2/15	0.08689624723611666	0.6638196850986576	0	0	4.016064257028113	9.81140735943011	IFIH1;ZC3H12A
negative regulation of coagulation (GO:0050819)	2/15	0.08689624723611666	0.6628274284692127	0	0	4.016064257028113	9.81140735943011	THBD;EDN1
negative regulation of interleukin-2 production (GO:0032703)	2/15	0.08689624723611666	0.6618381337998557	0	0	4.016064257028113	9.81140735943011	TBX21;GBP1
mitotic chromosome condensation (GO:0007076)	2/15	0.08689624723611666	0.660851787847844	0	0	4.016064257028113	9.81140735943011	CDCA5;NCAPG
negative regulation of lipid catabolic process (GO:0050995)	2/15	0.08689624723611666	0.6598683774492609	0	0	4.016064257028113	9.81140735943011	HCAR2;PDE3B
regulation of exit from mitosis (GO:0007096)	2/15	0.08689624723611666	0.6588878895184299	0	0	4.016064257028113	9.81140735943011	ANLN;CDCA5
negative regulation of platelet activation (GO:0010544)	2/15	0.08689624723611666	0.6579103110473343	0	0	4.016064257028113	9.81140735943011	THBD;CEACAM1
positive regulation of interleukin-4 production (GO:0032753)	2/15	0.08689624723611666	0.656935629105042	0	0	4.016064257028113	9.81140735943011	CD28;HLA-E
